,dAge,dMass,dSatXUVFrac,dSatXUVTime,dXUVBeta,dLRatioAge,dLXUVAge,dLbolAge,dRadiusAge,dTempAge
simulation_178,7.103310292698311,0.08231227725048622,-2.439161297063161,10.556223693364636,-0.5079043785019034,275.1313383273577,1.152177e-06,0.000317,0.101889,2416.671482
simulation_179,8.499293488940513,0.10030471215334326,-3.085130278543694,9.245461202091123,-1.3992340148151543,1217.0158991178084,7.239018e-07,0.000881,0.124331,2816.12553
simulation_180,8.772090119720126,0.08758837347892859,-2.967314812265144,8.712396666028077,-1.2951779286342575,934.9302308315241,5.091289e-07,0.000476,0.1097,2581.667454
simulation_181,6.456846562788143,0.10829880460295692,-2.910320498560219,0.8126265774363614,-0.7665443410981261,3979.263811346688,2.817104e-07,0.001121,0.132543,2897.4881
simulation_182,9.78868124812198,0.09655733576670353,-2.4236764047579835,8.96909012780152,-1.0976438813388032,291.5748908350635,2.561949e-06,0.000747,0.120213,2753.706599
simulation_183,10.461035167682363,0.07036463923089799,-3.144984780371133,1.0688548031215317,-0.9463179038743708,12090.952206120937,4.499572e-09,5.440411e-05,0.090182,1654.736107
simulation_184,6.619288725044669,0.09898881822867338,-2.8888904444668926,0.9553062360390692,-1.5276440231155004,14864.103687435638,5.624288e-08,0.000836,0.122901,2797.285545
simulation_185,7.270145630255105,0.08525348583948347,-3.313023117300603,8.937913452131149,-0.9971343141482256,2057.799471557096,1.943824e-07,0.0004,0.106196,2510.34051
simulation_186,5.696808300715069,0.09012085664167166,-3.0456548753295736,3.6966868918876736,-1.2235255590584115,1882.6141422913997,2.979899e-07,0.000561,0.113151,2647.939885
simulation_187,7.463950996308143,0.07466510757932984,-2.7398811033807675,8.847429762797264,-1.0627368462791311,551.0705798446619,2.195726e-07,0.000121,0.090653,2005.42186
simulation_188,7.625045867228048,0.09659718863206047,-3.016275770430293,7.037872834532036,-1.1972889675801135,1141.6317643552338,6.683416e-07,0.000763,0.120372,2765.32195
simulation_189,3.43502228787516,0.09824891990236267,-2.8028036395920117,7.642104866042564,-0.5722577309602199,634.825211719296,1.277517e-06,0.000811,0.122112,2786.295335
simulation_190,7.3947202447862495,0.09949687551906486,-2.8689193647774824,9.398103170538171,-1.3521200798068356,739.8181764566092,1.152986e-06,0.000853,0.12345,2805.113523
simulation_191,10.21380450272204,0.09244364450009007,-2.7217005521554403,5.784403305943312,-1.251709194628727,1073.896859704942,5.801302e-07,0.000623,0.115688,2685.636391
simulation_192,7.98736681201589,0.10348660063341383,-3.152458666068973,7.447025449725045,-1.030967028330485,1524.9136286728851,6.387247e-07,0.000974,0.12744,2852.569614
simulation_193,6.605387585406348,0.0752192700480434,-2.88685964272538,5.858013950680783,-0.8873819259069516,858.4089873484716,1.549378e-07,0.000133,0.091185,2048.183598
simulation_194,5.269000474540103,0.07245798358138378,-3.345313017942375,7.2452944477339205,-1.202898638232205,2214.6924358136434,3.699618e-08,8.193516e-05,0.090976,1821.078268
simulation_195,11.213466160255,0.0955511755811318,-2.9469560295832062,1.0928317352736183,-1.2075976860050364,14727.140080025016,4.854982e-08,0.000715,0.119106,2736.900734
simulation_196,7.712234104808362,0.09951239898771043,-2.75001274696579,2.2602706919146875,-1.3053757048036252,2790.132025907341,3.057203e-07,0.000853,0.123467,2805.324632
simulation_197,7.356214435687872,0.09901190068204667,-2.395489094277604,8.119831583340716,-0.7858183086100747,248.54414598360677,3.367611e-06,0.000837,0.122926,2798.527854
simulation_198,10.926966911655457,0.08895958273431047,-3.1094420858009237,10.881272670460095,-0.39171331064209336,1288.40673181303,4.012708e-07,0.000517,0.111543,2612.963927
simulation_199,2.8139998809589177,0.09185076017487072,-2.8167323473334998,1.6297462029929444,-1.2352424488497138,1286.352778490678,4.788733e-07,0.000616,0.11522,2684.731862
simulation_200,7.145389881172202,0.1068550340751212,-3.2415407395462803,2.5235232013382234,-0.6277436572142974,3350.0146563141216,3.199986e-07,0.001072,0.130802,2884.46229
simulation_201,10.967864453891845,0.07227321990531756,-3.4755499514563124,2.1091726133947044,-1.6361192486477898,44318.346338591975,1.804142e-09,7.995659e-05,0.091,1811.195375
simulation_202,6.670375025833228,0.1017368498757634,-3.419511298122942,5.20063627790346,-0.8451195920854937,3238.347649777087,2.850219e-07,0.000923,0.125786,2832.769759
simulation_203,6.864147180059573,0.0947795409756776,-3.3535819807846443,2.9224360507065863,-0.7579434125403166,4311.087593627628,1.642277e-07,0.000708,0.118453,2737.654926
simulation_204,6.475448231888814,0.0712398386419505,-3.221953939991228,9.247922549856156,-0.9409434594366644,1667.0697891608143,3.81191e-08,6.35472e-05,0.090653,1714.335828
simulation_205,6.487719774357191,0.1034007304881004,-2.8281676986560176,7.257276393618025,-1.0452440249192176,672.9377161838402,1.442927e-06,0.000971,0.127359,2850.598219
simulation_206,5.4295276751611015,0.09975772265297307,-2.344641872946536,6.780534161289227,-1.598926029527467,221.1250720390043,3.893724e-06,0.000861,0.123734,2807.675956
simulation_207,8.411244395500148,0.09181220609560033,-3.197227574199688,10.590625539538856,-0.8185694787566904,1573.8410777622887,3.920345e-07,0.000617,0.115176,2685.052145
simulation_208,7.943610990057714,0.08884776815848858,-3.5206021684291198,3.1477278887903033,-1.1290136865337732,9433.999917996769,5.511978e-08,0.00052,0.111487,2615.766202
simulation_209,7.4755746186303185,0.07843094448182725,-2.9768677521982863,3.18864549810602,-1.157146397752906,2539.6300194426817,8.268921e-08,0.00021,0.095776,2245.084992
simulation_210,5.573248464109824,0.08417156875938855,-3.2021291672643417,9.768050757069396,-1.6554212892585125,1592.3968705485763,2.298422e-07,0.000366,0.104567,2475.197724
simulation_211,8.952716276448179,0.07377982823960667,-3.2094253267016417,3.7433520777986105,-0.8615312619391613,3426.1564201636697,2.977097e-08,0.000102,0.090476,1927.977067
simulation_212,4.375232950376872,0.10500995727519792,-3.5375318670533593,6.956493909507503,-0.9239317198799106,3448.3706618326123,2.946319e-07,0.001016,0.128885,2866.27159
simulation_213,11.231842072116153,0.09716423237786004,-3.024150955298726,0.7978672513495041,-0.6738352923911222,6282.532351360439,1.222437e-07,0.000768,0.120881,2763.894098
simulation_214,6.142310119076102,0.09089922194119217,-2.7190215373976585,7.606261037718903,-1.2665631696089896,523.9116115592574,1.120418e-06,0.000587,0.114101,2665.709088
simulation_215,3.4913874694888265,0.07566783830492307,-3.0353907136685967,11.737636083522293,-1.8083019294291685,1084.517013360647,1.32778e-07,0.000144,0.09258,2083.151041
simulation_216,4.300166885016673,0.09771173383172176,-3.240787998890274,8.757057968794506,-1.5001164630339199,1740.8887466980595,4.566633e-07,0.000795,0.121543,2779.860837
simulation_217,8.79709570041993,0.0811161153510031,-2.5165426249648006,7.533022220626818,-1.213216270890294,396.67925928864287,7.285483e-07,0.000289,0.100315,2378.755666
simulation_218,4.863993921888326,0.08803348721843808,-3.0235437759814814,0.3402210976709047,-1.4042031495382776,44154.92431034964,1.109729e-08,0.00049,0.110344,2592.431841
simulation_219,6.9220231161776224,0.0950140975950935,-2.64560037409273,6.155031989025095,-1.7849302665769022,545.1174251549963,1.311644e-06,0.000715,0.118702,2741.344218
simulation_220,8.251105511320205,0.08286787026505453,-3.1092756995233155,7.154292375723027,-0.937635792795817,1470.3968250090068,2.251093e-07,0.000331,0.102665,2434.444021
simulation_221,9.982863014141103,0.07042437156526386,-3.171941738142693,4.875261700424536,-1.2238504262426877,3570.8755526136133,1.542443e-08,5.507872e-05,0.090212,1659.497225
simulation_222,8.718470234127045,0.0953296357466478,-2.7382614519199504,3.451074646723689,-1.0015543669091014,1382.8905956391704,5.249873e-07,0.000726,0.119037,2747.152262
simulation_223,7.680197364568862,0.10003048270173401,-2.814106380919464,6.284419730986824,-1.230306900975814,834.2202916894399,1.04289e-06,0.00087,0.124033,2812.410143
simulation_224,9.94747111822545,0.09774721684591522,-3.335279868830253,11.174089603498096,-1.5193865419923005,2164.139548551702,3.64117e-07,0.000788,0.121522,2773.7159
simulation_225,8.781878508997767,0.07367223805757762,-3.1576904474584446,5.481729066646307,-1.2481376681479186,2581.9784616520687,3.872999e-08,0.0001,0.090505,1918.431883
simulation_226,4.1568633252863005,0.07667576869587309,-2.83330250742621,1.5921317457604383,-1.0074451418265915,1786.5602008312878,9.123678e-08,0.000163,0.093588,2137.328109
simulation_227,7.83193662915949,0.07391237945303772,-2.7615942394332627,7.679294204568207,-1.4834854856363784,596.6098921329315,1.759944e-07,0.000105,0.090453,1938.345191
simulation_228,9.600014488347123,0.10879936446592314,-2.9152392680230466,1.233520704415721,-0.9866109429245341,6229.286803885374,1.834881e-07,0.001143,0.133214,2903.676591
simulation_229,6.169521828865977,0.07606181836946313,-3.1609164660743954,4.2457712679722,-0.93593056659813,2046.0236429091524,7.233543e-08,0.000148,0.092065,2096.953768
simulation_230,6.592360604630825,0.1057472042565832,-2.48054941712905,11.292492649086228,-1.5810416921553525,302.26444994422087,3.434079e-06,0.001038,0.129619,2873.018729
simulation_231,9.883970386447752,0.1004027890874349,-3.112751830500188,4.086215601030348,-1.1991149348437529,3737.0854462130865,2.360128e-07,0.000882,0.124443,2816.155401
simulation_232,8.747093808530815,0.10077670219655947,-3.1465084191533657,3.7159605886293416,-1.316167572039133,4319.419115261481,2.074353e-07,0.000896,0.124827,2822.22197
simulation_233,10.323966177763415,0.08030161771203756,-2.737986726405451,1.0398139370085415,-1.143927752083723,7552.238863987787,3.601581e-08,0.000272,0.099422,2353.557437
simulation_234,7.169465644073916,0.10914704010456414,-3.33044800554976,4.8912878853040365,-0.9962522167895256,3127.9281975137583,3.689343e-07,0.001154,0.133705,2907.40106
simulation_235,11.667175724812953,0.09952200582791287,-3.1394873490027084,9.320609165458498,-1.5532193051566718,1953.3343164887065,4.366892e-07,0.000853,0.123474,2803.831335
simulation_236,5.6831413865188605,0.09266632584959401,-3.058952984481662,10.80088838282336,-1.4044006036518493,1145.3107185230585,5.614197e-07,0.000643,0.116148,2701.685754
simulation_237,10.935318517676528,0.10258198761965936,-2.7848406760202,6.303880381717841,-1.0935520713789777,1112.5378542476517,8.494093e-07,0.000945,0.12684,2838.741208
simulation_238,8.825566951179912,0.10595188325975667,-3.210662823112022,8.361729752101184,-1.2268445433138389,1734.511122159117,6.036283e-07,0.001047,0.12983,2875.987861
simulation_239,9.357033506892481,0.1040325734439728,-2.832929724175688,0.7843541556021607,-1.1748275546807432,12515.494548126933,7.926175e-08,0.000992,0.127951,2857.879457
simulation_240,7.4627534663655855,0.08492862874149339,-3.477110269751578,1.570599074731814,-1.7821808156142358,48261.73004442431,8.080937e-09,0.00039,0.105705,2500.135557
simulation_241,5.747103584986652,0.07108031875431743,-2.884703618912605,4.9031224059253065,-0.3971078170142461,816.4074578772389,7.502832e-08,6.125368e-05,0.090556,1700.282822
simulation_242,11.04174953308825,0.09397550123679753,-2.594536494671162,8.930807791687375,-1.1680310206961044,503.3602699099393,1.323108e-06,0.000666,0.117373,2710.786154
simulation_243,9.98052472029217,0.08046808727770546,-3.40704755504065,6.426874330099525,-1.0606498261103874,4065.1512177123523,6.764816e-08,0.000275,0.099655,2358.294532
simulation_244,7.4240002235289095,0.1032895655228307,-2.51472152446129,1.7863336680009303,-1.475725526889628,2675.2599258223386,3.61834e-07,0.000968,0.127256,2850.582675
simulation_245,8.242024568370798,0.08485626192831519,-3.049996819013767,3.4487779245004893,-1.5489353809335624,4320.3840520000085,8.957537e-08,0.000387,0.105595,2497.855873
simulation_246,8.729436227624355,0.10899549717918858,-3.1556593952447343,9.459571898791898,-0.6401819009789376,1431.2742755495203,8.041785e-07,0.001151,0.133488,2905.769451
simulation_247,9.596373040223078,0.07156490876679325,-3.1139485722533755,9.87630660527421,-0.8955969538387096,1300.014767161619,5.28199e-08,6.866665e-05,0.090832,1746.302253
simulation_248,9.271080184262766,0.07005435259935168,-3.255824283034897,0.4681424298676471,-0.9019118909612264,26630.406115723712,1.907215e-09,5.078991e-05,0.090016,1628.424195
simulation_249,9.312397595049744,0.08598842776388507,-3.1748335323192207,3.7278345812612432,-0.8967861098916659,3396.150066477831,1.245528e-07,0.000423,0.10731,2534.204262
simulation_250,9.794939244451617,0.07355580505896138,-2.9357547452532327,11.820587666295824,-1.5151494391678813,860.9860528869293,1.161459e-07,0.0001,0.091,1914.106803
simulation_251,7.44618116898642,0.0883026007118665,-2.8921006244878025,0.3682690921743276,-1.2895279480082735,37640.814964966245,1.331002e-08,0.000501,0.110727,2600.987688
simulation_252,11.883195811605516,0.0933929416551172,-3.242954441981742,11.063458682531866,-1.464162496725156,1941.0953819576227,3.343473e-07,0.000649,0.116732,2701.193763
simulation_253,6.726250408192503,0.07690019725954672,-2.9714010393556087,8.019827990267197,-1.3003409194997086,934.7641008045127,1.786547e-07,0.000167,0.093187,2148.091815
simulation_254,9.632404584337467,0.09408553954195802,-2.6316809299899946,9.24029985514905,-1.8230279519452133,461.5705609222824,1.490563e-06,0.000688,0.117708,2727.494585
simulation_255,6.845957386929574,0.10722530240638928,-3.3633203995143037,7.528405830121435,-1.5536895914364126,2307.9499294095203,4.696809e-07,0.001084,0.131223,2886.860229
simulation_256,5.120590737174957,0.07196754285951225,-3.3016145744613365,0.9478224978452391,-1.1799591425692528,14658.032389586768,5.159436e-09,7.562718e-05,0.090991,1786.793261
simulation_257,6.615775616454759,0.10200350437167187,-2.5414908620808463,9.81351407167098,-1.0441645864076359,347.8381726801697,2.676532e-06,0.000931,0.126044,2835.797593
simulation_258,8.763528391648602,0.09296830558575432,-2.7647697764964034,9.294971636065917,-1.0619943751190866,581.8137822255,1.124071e-06,0.000654,0.116485,2708.18112
simulation_259,7.678979190278544,0.08098579671593235,-3.0184563182358937,7.417080419110018,-1.2813301217457518,1090.2838931521785,2.62317e-07,0.000286,0.100153,2374.611517
simulation_260,7.495129270260981,0.09792643857590648,-2.7479464955045287,3.5613896227336395,-0.8208656683504173,1029.7777616478702,7.797799e-07,0.000803,0.12177,2783.7961
simulation_261,7.179538349943536,0.09065577354854523,-2.6073814447541777,8.663839194139713,-1.403156550899188,404.9111534173454,1.432413e-06,0.00058,0.113807,2660.308807
simulation_262,7.330482966886393,0.0991135973412112,-3.2167070503836284,10.903480885292208,-0.9426512224942548,1646.310881899341,5.102317e-07,0.00084,0.123036,2799.906361
simulation_263,5.506977900206257,0.09739972719946456,-2.7948601058865017,5.9568185238513776,-1.030481804643827,623.4221360010837,1.262387e-06,0.000787,0.121215,2775.613963
simulation_264,9.898157805338434,0.07630744405434546,-2.8831686592210066,0.8903750467943936,-1.3868996992062546,21548.925730798663,7.23934e-09,0.000156,0.093092,2113.3967
simulation_265,5.9537565357618405,0.0729310821397843,-3.4168013852142955,7.22977568824937,-1.7779997101642078,2610.9657221171497,3.387082e-08,8.843555e-05,0.090808,1857.096747
simulation_266,6.7929382249584815,0.09379147402585328,-3.1467453736904107,0.1531820636969235,-1.4342879110807814,322602.901047032,2.101655e-09,0.000678,0.11739,2721.573286
simulation_267,7.592584647815429,0.07191829242496986,-3.204744396515447,9.463864503630743,-1.242378580381679,1602.3019983276358,4.665251e-08,7.475141e-05,0.090977,1780.776715
simulation_268,6.152820133852574,0.10931611152318818,-2.2987868132496594,3.724143857716384,-1.600830985164098,444.1513190261265,2.613974e-06,0.001161,0.133951,2908.251786
simulation_269,6.639322280952937,0.07033172060091207,-3.1231994109210097,3.6609974004601145,-0.8025982603962656,2139.2073952789733,2.469251e-08,5.28224e-05,0.090125,1643.15693
simulation_270,3.9784691161324943,0.10856378178216564,-2.5283847105500654,4.549859634355605,-1.1950190540954386,337.51542096319923,3.350958e-06,0.001131,0.132894,2900.256144
simulation_271,5.510634658591171,0.1011800342299838,-3.1745488573780505,0.9152852105402696,-0.9777258571727371,8642.077761530163,1.048359e-07,0.000906,0.125237,2826.24622
simulation_272,6.852954476881057,0.0759886377615791,-2.993809907306888,9.962080279082649,-1.5597462853012558,985.6537096787171,1.491396e-07,0.000147,0.091979,2092.62885
simulation_273,4.722260781034622,0.08648628622826117,-3.056143202441419,2.1055319607793592,-1.8164004641327685,4930.64673874867,8.883216e-08,0.000438,0.108062,2547.155624
simulation_274,5.551281792494364,0.08576458373748214,-2.3403463682671948,10.489139870421042,-1.3667194502559563,219.0871930073703,1.894223e-06,0.000415,0.106971,2525.3803
simulation_275,7.555313701968789,0.10024419409779713,-3.1932246881374984,3.1713714606793424,-1.0911032035634245,4020.91056889695,2.181098e-07,0.000877,0.124265,2815.311618
simulation_276,4.65093654984703,0.08435604135738471,-2.9899134497309845,7.496362374878269,-1.2906863338764023,976.1102925699853,3.8008e-07,0.000371,0.104843,2480.720491
simulation_277,3.3690504443237987,0.07746772338526207,-2.738729969038141,4.967570579734256,-0.6342403264867913,546.6833405085522,3.365751e-07,0.000184,0.094643,2189.758739
simulation_278,7.582645556477138,0.08849509842914496,-3.2195962776668177,10.159795354698122,-1.6143893030057623,1656.5141192507197,3.060644e-07,0.000507,0.110998,2606.268611
simulation_279,6.407851563376638,0.08088522130523873,-3.0402816832338546,8.963741099404194,-1.3395332849732866,1098.8942956551887,2.584416e-07,0.000284,0.100029,2371.459884
simulation_280,9.914322403124553,0.07150391020258481,-2.6122368810300154,4.7989448031816435,-1.1772779271105624,961.7162413692269,7.154052e-08,6.880168e-05,0.090752,1747.838806
simulation_281,8.555648493902417,0.07420497093142485,-2.5929721295224124,9.789543288357676,-0.8224663760390641,390.25830132623963,2.818646e-07,0.00011,0.090453,1964.126975
simulation_282,10.087233010648337,0.10115522294778696,-3.2410467283480187,8.296574799603329,-1.1183717564245539,2165.361694535807,4.170204e-07,0.000903,0.12527,2823.929664
simulation_283,6.818619890970986,0.0869829733364331,-2.869214913059842,8.245360434464871,-1.2207238291830191,739.9137959773083,6.149365e-07,0.000455,0.108806,2563.234476
simulation_284,8.134829188193386,0.10563583629769638,-2.8339233464263454,11.552973245701173,-1.415927700979327,682.5201777843301,1.519369e-06,0.001037,0.129506,2873.105869
simulation_285,9.759802391633963,0.10326234806286896,-2.639906741510446,8.107856194809543,-1.0365508683438942,528.2224029795028,1.826882e-06,0.000965,0.127588,2845.826572
simulation_286,10.55171542233866,0.1014469877319492,-3.0054702234132358,4.093518309518976,-1.0289876104589901,2683.851951428165,3.398101e-07,0.000912,0.125592,2826.954176
simulation_287,8.365690109863436,0.08407711650399476,-3.1484774404601334,1.902910786343676,-0.959329997979698,5819.084968072568,6.255279e-08,0.000364,0.104427,2473.120455
simulation_288,6.699822302731921,0.08232579180860207,-2.957862438105102,6.363147873200222,-1.3228265747126189,970.1339519339941,3.26759e-07,0.000317,0.101907,2417.118893
simulation_289,5.545690194526059,0.08527899725922626,-2.8027677042816648,9.195615291581245,-1.2989618612168272,634.3450633645535,6.289952e-07,0.000399,0.106235,2510.200237
simulation_290,5.856967054455245,0.08049588802245655,-3.1552655689238165,11.649141417040475,-1.40508204974733,1431.1177029259852,1.921575e-07,0.000275,0.099563,2358.281868
simulation_291,6.410100256350647,0.07036831641408453,-3.1200551363769504,4.362805921564201,-1.5576842612339532,2401.2436169732027,2.2129e-08,5.313712e-05,0.090143,1645.393269
simulation_292,9.030933826071387,0.07392459871094936,-2.554935134911664,4.4694677102677165,-1.1444255421594318,803.6444126048183,1.306548e-07,0.000105,0.090451,1940.505623
simulation_293,7.568295533823633,0.07291648158058127,-2.8908431292010386,9.790749831944838,-0.8006584878297662,777.7561090867734,1.134253e-07,8.821722e-05,0.090814,1855.775348
simulation_294,6.040957275006742,0.1086491360468584,-2.676440895315164,2.8117146669157393,-1.5390564916931455,1540.8711664720552,7.365963e-07,0.001135,0.133009,2901.127743
simulation_295,7.318622986930661,0.09146276678212603,-2.9449391451852933,7.192517444486597,-1.7051769090722173,905.5710551994871,6.69191e-07,0.000606,0.114769,2677.888044
simulation_296,7.339914968718331,0.10437123048508748,-3.0227707853533454,3.742129196789712,-1.1852615856105382,2342.8024138134824,4.264124e-07,0.000999,0.12827,2861.21631
simulation_297,4.58056637306055,0.07054200093819651,-3.0961566215928977,8.199712764863156,-1.2509865046560156,1247.8330729524919,4.405086e-08,5.496812e-05,0.090233,1658.670581
simulation_298,6.116479344951463,0.08186671674308546,-2.8091864901306276,2.2666689817495285,-1.2652046071413467,2259.2626063149723,1.349998e-07,0.000305,0.101285,2402.079141
simulation_299,6.122612684174197,0.09607208819998972,-3.4436105528555525,8.614608144047407,-1.0128773633956851,2777.1251141335224,2.689832e-07,0.000747,0.11982,2757.154013
simulation_300,5.1113033242566255,0.07085416345405239,-2.7742948895425665,11.253695827508867,-1.279888678544425,594.6964713426075,9.812599e-08,5.835518e-05,0.090416,1681.590768
simulation_301,9.972949335781015,0.08892790220776596,-2.86120504505755,2.9000153773765214,-1.6065766346731511,5285.007876812611,9.763467e-08,0.000516,0.111499,2611.963821
simulation_302,11.175454539175217,0.10666608682383112,-2.846752017890456,6.1425644238180075,-1.1369511860429529,1387.2381829889755,7.74921e-07,0.001075,0.131333,2881.561803
simulation_303,7.572859390288807,0.10984671185054364,-2.9739592407010482,8.443612651158467,-1.1650169919632478,941.8668960367795,1.260263e-06,0.001187,0.134758,2915.219591
simulation_304,6.970682359123937,0.09486941899727,-3.4721752449790904,7.126975976995954,-1.2414369473928608,2966.231271753927,2.396981e-07,0.000711,0.118549,2739.230016
simulation_305,11.559679536081694,0.07973699436863307,-3.4037402355559747,4.3771099430959035,-1.370270731540765,9571.338626482997,2.674652e-08,0.000256,0.098579,2327.696775
simulation_306,7.1107195729856345,0.08372098228374313,-2.692071414191412,10.453687347068554,-0.9966507863872579,491.9829707182576,7.195371e-07,0.000354,0.1039,2461.7606
simulation_307,7.547947599043207,0.08730317710743539,-3.4354888620039286,5.113815272459397,-0.9256164416641984,3907.4429676485474,1.195155e-07,0.000467,0.109281,2572.580619
simulation_308,4.325274021790087,0.09757507727168263,-2.705474172740156,0.11302327147296401,-1.5912919695757155,167263.29547600364,4.729071e-09,0.000791,0.121399,2777.985027
simulation_309,4.732866504538153,0.09091767869591708,-3.0083033520848157,6.2271709127268124,-1.2048972228005368,1018.965252069784,5.760746e-07,0.000587,0.114123,2665.156959
simulation_310,5.048653238374247,0.08019566866946932,-3.0988689985660733,7.197131353972996,-1.25055211504806,1257.1538597427555,2.139754e-07,0.000269,0.099218,2348.986598
simulation_311,5.173611101994184,0.08797791965852751,-3.0157456587188527,7.20342384096179,-1.0660718403315963,1035.8798642572838,4.710971e-07,0.000488,0.110264,2590.887726
simulation_312,5.401150272304973,0.10385425373330616,-2.6600518083587503,11.971281239460067,-1.45630753729845,457.03902806749136,2.152989e-06,0.000984,0.127783,2855.215192
simulation_313,5.845420989413843,0.09001009875659237,-2.712730592807925,6.474117246778225,-0.4444832338439977,516.541357559555,1.080262e-06,0.000558,0.113013,2645.2451
simulation_314,10.842973739600609,0.09396037023188007,-2.667041734237843,6.248573995704372,-0.8388075845503409,737.5619480052051,9.02975e-07,0.000666,0.117356,2710.537106
simulation_315,7.472184861996922,0.0956869607013424,-3.21714726331983,4.073697633115482,-1.2068441166982236,3427.000010709375,2.147651e-07,0.000736,0.119414,2752.073768
simulation_316,5.845484434440642,0.07368389643656753,-2.7729009307024635,1.4459389007431838,-1.6860931750504515,6209.891860943133,1.610334e-08,0.0001,0.090501,1919.320688
simulation_317,8.372765223803562,0.10007885508173746,-2.9620426573399983,10.39849945873152,-1.6360446440104115,916.233460909036,9.517225e-07,0.000872,0.124087,2813.080598
simulation_318,9.349479788798678,0.09469527555121854,-2.6496833594529123,8.026866492530429,-0.8893688732456273,511.2256327230682,1.382951e-06,0.000707,0.118363,2737.351715
simulation_319,9.733940855883915,0.09601667722905373,-2.913480325328877,7.41071480504625,-1.6882257647197318,1298.3571335831634,5.62249e-07,0.00073,0.119618,2744.663645
simulation_320,7.808980662629902,0.0913603546441923,-2.609555570510052,0.10856541451296033,-0.9614819882595882,24809.842636475736,2.430487e-08,0.000603,0.114649,2675.730576
simulation_321,6.869860507985687,0.09989362505598524,-2.594128623088632,0.7458233764422274,-1.4612917420520186,10069.539189948062,8.590264e-08,0.000865,0.123883,2809.48963
simulation_322,9.893832335265698,0.08536335109561934,-2.494883172482881,4.169562211227861,-1.3642323148393625,1015.4700190169839,3.899672e-07,0.000396,0.106509,2501.914269
simulation_323,7.377321927159027,0.0805679492240514,-3.4182349347487477,11.725154738329554,-1.325434591723922,2620.7434207040624,1.056952e-07,0.000277,0.099648,2361.549738
simulation_324,6.54147639024808,0.08029483705040558,-3.1911986211653898,7.750525213646789,-1.4644605508093975,1551.4784559182604,1.746721e-07,0.000271,0.099331,2353.079989
simulation_325,9.414672246983557,0.07639642165033254,-2.0188456093627747,3.5339806711422583,-1.4143042002823254,417.97103996553346,3.732316e-07,0.000156,0.092485,2118.119864
simulation_326,10.67917267755507,0.07447697409999955,-2.8570863857774818,5.250359918258319,-1.0069335561260622,1472.4486146629426,8.013862e-08,0.000118,0.091,1991.609895
simulation_327,7.4875407479453635,0.08545419417604562,-2.7453707670398217,7.1957305837943615,-1.1279398690939262,581.4015098682166,6.983126e-07,0.000406,0.106501,2516.609637
simulation_328,6.9583897910100125,0.08731145557930495,-2.8010411262000097,10.009085347339004,-1.1858932677090586,632.130801699211,7.371892e-07,0.000466,0.109293,2572.876629
simulation_329,10.764590533532582,0.09264521492018707,-2.6802254300222086,9.66024426585764,-0.6502150583535191,513.5766607212807,1.222797e-06,0.000628,0.11591,2688.932752
simulation_330,7.188709436413587,0.10559004746527174,-3.1979028594195245,5.988895719113724,-1.0242980632662158,1900.199815015364,5.441533e-07,0.001034,0.12946,2872.683799
simulation_331,7.468939374855929,0.08501220430231388,-2.776273609605408,11.978743362016482,-1.3112067661986024,597.1467960484724,6.56455e-07,0.000392,0.105831,2502.76777
simulation_332,7.2819561413957565,0.08634478997387678,-2.8992680773083856,6.322290619064579,-1.3595542261750395,961.0207763854883,4.526437e-07,0.000435,0.107849,2544.023335
simulation_333,8.495772057684839,0.10589052917736166,-3.344183333636056,8.252454464464561,-1.3905330415889785,2298.0548559988247,4.547324e-07,0.001045,0.129767,2875.472111
simulation_334,9.409092350819416,0.07461735302956635,-2.9838184591903647,5.991690726898698,-1.25693126919758,1689.8210010954017,7.042166e-08,0.000119,0.090619,2002.100809
simulation_335,7.918319155345862,0.08293277661050223,-3.3713864351497795,4.2958280686297865,-1.1386997427005856,4718.644782546286,7.057111e-08,0.000333,0.102758,2436.522558
simulation_336,4.079451641033216,0.09457284777180378,-2.69845805848544,10.022746044570212,-0.6946855612476395,499.4496079569946,1.403545e-06,0.000701,0.118232,2733.844144
simulation_337,7.917597169282466,0.07530151691720585,-3.0857199731224987,7.931430872350296,-1.498806940625635,1216.7582110748606,1.101287e-07,0.000134,0.091259,2052.809272
simulation_338,10.889579705007717,0.09991506132093812,-2.941707792899182,4.6263335684584765,-0.9624130197272588,1992.215669740218,4.356958e-07,0.000868,0.123907,2810.545702
simulation_339,8.776322222188735,0.10175824014589596,-2.7774538461375844,9.195139352420217,-1.5769826144589738,598.9778565777924,1.545967e-06,0.000926,0.125806,2834.020067
simulation_340,10.841859983574274,0.10249935458013516,-2.8120128326894878,1.847882274801072,-1.485310447844602,8977.06274700026,1.049341e-07,0.000942,0.126749,2837.877586
simulation_341,7.906138049119235,0.0733023204514694,-3.0992347361326154,0.3798886039172391,-1.0532533595322409,30721.68439836174,3.062031e-09,9.407075e-05,0.090643,1886.709218
simulation_342,9.558007441064145,0.07099659367410549,-2.7890934900533595,5.8838703238632,-0.677422828352973,854.3058281960544,7.036637e-08,6.01144e-05,0.090504,1693.025204
simulation_343,5.4174756070052235,0.10791727938810154,-3.393345226527836,11.018582632311174,-0.8821738963191181,2474.234355101311,4.478153e-07,0.001108,0.132056,2893.723126
